files,size,comp_size,line_count,line_length,part,file_type_a,file_type_tech,flag_one,flag_two,note,study_num,permission,legacy_id,timestamp,original_study_id
"CDcontents.pdf",36423,NULL,NULL,NULL,NULL,"Record Layout","Adobe",NULL,NULL,NULL,3016,NULL,7769,"2008-06-25 13:24:05",3145
"data_summary.pdf",7655,NULL,NULL,NULL,NULL,"Record Layout","Adobe",NULL,NULL,NULL,3016,NULL,7770,"2008-06-25 13:24:05",3145
"data",68314814,NULL,NULL,NULL,NULL,"Data","adobe/sas/stata/text",NULL,NULL,NULL,3017,NULL,7771,"2008-06-25 13:24:06",3146
"images",1260,NULL,NULL,NULL,NULL,NULL,"gif",NULL,NULL,NULL,3017,NULL,7772,"2008-06-25 13:24:06",3146
"INSTALL",10236296,NULL,NULL,NULL,NULL,NULL,"application",NULL,NULL,NULL,3017,NULL,7773,"2008-06-25 13:24:06",3146
"reports",16060084,NULL,NULL,NULL,NULL,"Report","Adobe",NULL,NULL,NULL,3017,NULL,7774,"2008-06-25 13:24:06",3146
"1README_FIRST.HTM",3349,NULL,NULL,NULL,NULL,"Readme","html",NULL,NULL,NULL,3017,NULL,7775,"2008-06-25 13:24:06",3146
"CDcontents.pdf",35939,NULL,NULL,NULL,NULL,"Record Layout","Adobe",NULL,NULL,NULL,3017,NULL,7776,"2008-06-25 13:24:06",3146
"Data_summary.PDF",5617,NULL,NULL,NULL,NULL,"Record Layout","Adobe",NULL,NULL,NULL,3017,NULL,7777,"2008-06-25 13:24:06",3146
"data",73626244,NULL,NULL,NULL,NULL,"Data","text/Adobe/Stata/SAS",NULL,NULL,NULL,3018,NULL,7778,"2008-06-25 13:24:06",3147
"images",1407,NULL,NULL,NULL,NULL,NULL,"Stata/Image",NULL,NULL,NULL,3018,NULL,7779,"2008-06-25 13:24:06",3147
"INSTALL",10236445,NULL,NULL,NULL,NULL,NULL,"Application/Stata",NULL,NULL,NULL,3018,NULL,7780,"2008-06-25 13:24:06",3147
"reports",898004,NULL,NULL,NULL,NULL,"Report","adobe/Stata",NULL,NULL,NULL,3018,NULL,7781,"2008-06-25 13:24:06",3147
"1README_FIRST.htm",3509,NULL,NULL,NULL,NULL,"Readme","html",NULL,NULL,NULL,3018,NULL,7782,"2008-06-25 13:24:06",3147
"CDcontents.PDF",33271,NULL,NULL,NULL,NULL,"Record Layout","Adobe",NULL,NULL,NULL,3018,NULL,7783,"2008-06-25 13:24:06",3147
"data_summary.PDF",2771,NULL,NULL,NULL,NULL,"Record Layout","Adobe",NULL,NULL,NULL,3018,NULL,7784,"2008-06-25 13:24:06",3147
"data",72330168,NULL,NULL,NULL,NULL,"Data","text/SAS/stata",NULL,NULL,NULL,3019,NULL,7785,"2008-06-25 13:24:06",3148
"documentation",1491301,NULL,NULL,NULL,NULL,NULL,"Adobe",NULL,NULL,NULL,3019,NULL,7786,"2008-06-25 13:24:06",3148
"images",1260,NULL,NULL,NULL,NULL,NULL,"image",NULL,NULL,NULL,3019,NULL,7787,"2008-06-25 13:24:06",3148
"INSTALL",10236296,NULL,NULL,NULL,NULL,NULL,"application",NULL,NULL,NULL,3019,NULL,7788,"2008-06-25 13:24:06",3148
"reports",1231358,NULL,NULL,NULL,NULL,"Report","Adobe",NULL,NULL,NULL,3019,NULL,7789,"2008-06-25 13:24:06",3148
"1README_FIRST.htm",2903,NULL,NULL,NULL,NULL,"Readme","Html",NULL,NULL,NULL,3019,NULL,7790,"2008-06-25 13:24:06",3148
"CDcontents.PDF",10156,NULL,NULL,NULL,NULL,"Record Layout","Adobe",NULL,NULL,NULL,3019,NULL,7791,"2008-06-25 13:24:06",3148
"data_summary.pdf",6023,NULL,NULL,NULL,NULL,"Record Layout","Adobe",NULL,NULL,NULL,3019,NULL,7792,"2008-06-25 13:24:06",3148
"data",9638743,NULL,NULL,NULL,NULL,NULL,"Text/Stata/SAS",NULL,NULL,NULL,3020,NULL,7793,"2008-06-25 13:24:06",3149
"images",1260,NULL,NULL,NULL,NULL,NULL,"Image",NULL,NULL,NULL,3020,NULL,7794,"2008-06-25 13:24:06",3149
"INSTALL",10236296,NULL,NULL,NULL,NULL,NULL,"Application",NULL,NULL,NULL,3020,NULL,7795,"2008-06-25 13:24:06",3149
"reports",12064808,NULL,NULL,NULL,NULL,NULL,"Adobe",NULL,NULL,NULL,3020,NULL,7796,"2008-06-25 13:24:06",3149
"1README_FIRST.htm",2783,NULL,NULL,NULL,NULL,NULL,"html",NULL,NULL,NULL,3020,NULL,7797,"2008-06-25 13:24:06",3149
"CDcontents.pdf",8688,NULL,NULL,NULL,NULL,NULL,"Adobe",NULL,NULL,NULL,3020,NULL,7798,"2008-06-25 13:24:06",3149
"Data_summary.PDF",4124,NULL,NULL,NULL,NULL,NULL,"Adobe",NULL,NULL,NULL,3020,NULL,7799,"2008-06-25 13:24:06",3149
"8609.DAT",40987,NULL,NULL,NULL,NULL,"Data",NULL,NULL,NULL,NULL,NULL,NULL,7809,"2005-08-10 15:58:24",3160
"readme.txt",175,NULL,NULL,NULL,NULL,"Readme",NULL,NULL,NULL,NULL,NULL,NULL,7810,"2005-08-10 15:59:53",3160
"USYANK1987-8609.doc",96256,NULL,NULL,NULL,NULL,"Codebook",NULL,NULL,NULL,NULL,NULL,NULL,7811,"2005-08-10 16:00:24",3160
"USYANK1987-8609.pdf",35681,NULL,NULL,NULL,NULL,"Codebook",NULL,NULL,NULL,NULL,NULL,NULL,7812,"2005-08-10 16:00:59",3160
"abpcdoc.pdf",NULL,NULL,NULL,NULL,NULL,"Users Guide","Adobe",NULL,NULL,NULL,3052,NULL,8558,"2008-06-25 13:24:02",3522
"2000",NULL,NULL,NULL,NULL,NULL,"Data/Codebook","Stata/Adobe/Word",NULL,NULL,NULL,3031,NULL,8700,"2009-04-24 16:35:11",3292
"2001",NULL,NULL,NULL,NULL,NULL,"Data/Codebook","Stata/Adobe/Word",NULL,NULL,NULL,3031,NULL,8699,"2009-04-24 16:35:12",3292
"2002",NULL,NULL,NULL,NULL,NULL,"Data/Codebook","Stata/Adobe/Word",NULL,NULL,NULL,3031,NULL,8697,"2009-04-24 16:35:14",3292
"2003",NULL,NULL,NULL,NULL,NULL,"Data/Codebook","Stata/Adobe/Word",NULL,NULL,NULL,3031,NULL,8698,"2009-04-24 16:35:04",3292
"2004",NULL,NULL,NULL,NULL,NULL,"Data/Codebook","Stata/Adobe/Word",NULL,NULL,NULL,3031,NULL,8696,"2009-04-24 16:34:53",3292
"2005",NULL,NULL,NULL,NULL,NULL,"Data/Codebook","Stata/Adobe/Word",NULL,NULL,NULL,3031,NULL,8695,"2009-04-24 16:34:28",3292
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7845,"2006-07-13 12:16:59",3172
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7846,"2006-07-13 12:17:01",3172
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7847,"2006-07-13 12:18:57",3172
"2006",NULL,NULL,NULL,NULL,NULL,"Data/Codebook","Stata/Adobe/Word",NULL,NULL,NULL,3031,NULL,8694,"2009-04-24 16:34:18",3292
"UN_MigrantStock_Rev2003.pdf",73709,NULL,NULL,NULL,NULL,"Report","Adobe",NULL,NULL,NULL,5067,NULL,7854,"2008-06-25 13:24:06",3162
"UNITED_NATIONS_Migrant_Stock_R.2003.xls",536576,NULL,NULL,NULL,NULL,"Data","Excel",NULL,NULL,NULL,5067,NULL,7855,"2008-06-25 13:24:06",3162
"LAT503.dat",993215,NULL,NULL,NULL,NULL,"Data","Text",NULL,NULL,NULL,4017,NULL,7870,"2008-06-25 13:24:06",3176
"LAT503.por",1367514,NULL,NULL,NULL,NULL,"Data","SPSS",NULL,NULL,NULL,4017,NULL,7871,"2008-06-25 13:24:06",3176
"LAT503.SPS",908055,NULL,NULL,NULL,NULL,"Data","SPSS",NULL,NULL,NULL,4017,NULL,7872,"2008-06-25 13:24:06",3176
"readme.txt",242,NULL,NULL,NULL,NULL,"Readme","Text",NULL,NULL,NULL,4017,NULL,7873,"2008-06-25 13:24:06",3176
".",NULL,NULL,NULL,NULL,NULL,"Data/Documentation","Word/Excel",NULL,NULL,NULL,NULL,NULL,10033,"2016-09-06 11:47:32",3943
"uslat2004-503.pdf",917630,NULL,NULL,NULL,NULL,"Codebook","Adobe",NULL,NULL,NULL,4017,NULL,7875,"2008-06-25 13:24:06",3176
"uslat1989-176.pdf",NULL,NULL,NULL,NULL,NULL,"Documentation","Adobe",NULL,NULL,NULL,704,NULL,8644,"2008-06-25 13:23:54",703
"23.sps",NULL,NULL,NULL,NULL,NULL,"Data","SPSS",NULL,NULL,NULL,703,NULL,8645,"2008-06-25 13:23:54",702
"usmgap1988-023.pdf",NULL,NULL,NULL,NULL,NULL,"Data","Adobe",NULL,NULL,NULL,703,NULL,8646,"2008-06-25 13:23:54",702
"frbva1987-152.pdf",NULL,NULL,NULL,NULL,NULL,"document","Adobe",NULL,NULL,NULL,693,NULL,8647,"2008-06-25 13:23:54",692
"frbva1988-155.pdf",NULL,NULL,NULL,NULL,NULL,"document","Adobe",NULL,NULL,NULL,694,NULL,8648,"2008-06-25 13:23:54",693
"terror2.por",NULL,NULL,NULL,NULL,NULL,"SPSS","SPSS portable",NULL,NULL,NULL,2916,NULL,8649,"2008-06-25 13:24:05",2909
"usumary2001-terrorism2.doc",NULL,NULL,NULL,NULL,NULL,"Codebook","Word",NULL,NULL,NULL,2916,NULL,8650,"2008-06-25 13:24:05",2909
"usumary2001-terrorism2.pdf",NULL,NULL,NULL,NULL,NULL,"Codebook","Adobe",NULL,NULL,NULL,2916,NULL,8651,"2008-06-25 13:24:05",2909
"ABW6079B.DAT",NULL,NULL,NULL,NULL,NULL,"Data","Text",NULL,NULL,NULL,NULL,NULL,8653,"2007-10-18 09:47:01",4
"C96003D2.DAT",NULL,NULL,NULL,NULL,NULL,"Data","Text",NULL,NULL,NULL,NULL,NULL,8654,"2007-10-18 09:47:20",4
"cncipo1980-437ab.pdf",NULL,NULL,NULL,NULL,NULL,"document","Adobe",NULL,NULL,NULL,580,NULL,8655,"2008-06-25 13:23:54",579
"cncipo1980-437abc.pdf",NULL,NULL,NULL,NULL,NULL,"document","Adobe",NULL,NULL,NULL,581,NULL,8656,"2008-06-25 13:23:54",580
"usaipospgonew1988-88292.pdf",NULL,NULL,NULL,NULL,NULL,"document","Adobe",NULL,NULL,NULL,695,NULL,8657,"2008-06-25 13:23:54",694
"85209.por",NULL,NULL,NULL,NULL,NULL,"spss","SPSS",NULL,NULL,NULL,698,NULL,8658,"2008-06-25 13:23:54",697
"85209.sps",NULL,NULL,NULL,NULL,NULL,"spss","SPSS",NULL,NULL,NULL,698,NULL,8659,"2008-06-25 13:23:54",697
"usaipospgonew1985-85209.pdf",NULL,NULL,NULL,NULL,NULL,"document","Adobe",NULL,NULL,NULL,698,NULL,8660,"2008-06-25 13:23:54",697
"86219.por",NULL,NULL,NULL,NULL,NULL,"spss","SPSS",NULL,NULL,NULL,699,NULL,8661,"2008-06-25 13:23:54",698
"86219.sps",NULL,NULL,NULL,NULL,NULL,"spss","SPSS",NULL,NULL,NULL,699,NULL,8662,"2008-06-25 13:23:54",698
"usaipogonew1986-86219.pdf",NULL,NULL,NULL,NULL,NULL,"document","Adobe",NULL,NULL,NULL,699,NULL,8663,"2008-06-25 13:23:54",698
"usaipospgonew1988-88095.pdf",NULL,NULL,NULL,NULL,NULL,"document","Adobe",NULL,NULL,NULL,691,NULL,8664,"2008-06-25 13:23:54",690
"usaipospgonew1988-88173.pdf",NULL,NULL,NULL,NULL,NULL,"document","Adobe",NULL,NULL,NULL,692,NULL,8665,"2008-06-25 13:23:54",691
"usaipospgonew1988-88069.pdf",NULL,NULL,NULL,NULL,NULL,"document","Adobe",NULL,NULL,NULL,690,NULL,8666,"2008-06-25 13:23:54",689
".",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8670,"2007-10-22 15:32:54",3553
"2001",NULL,NULL,NULL,NULL,NULL,"Data","text/word/pdf/sas",NULL,NULL,NULL,3059,NULL,8591,"2008-06-25 13:23:56",3544
"1991",NULL,NULL,NULL,NULL,NULL,"Data","Text",NULL,NULL,NULL,3059,NULL,8590,"2008-06-25 13:23:56",3544
"cycle15-2001",NULL,NULL,NULL,NULL,NULL,"Data/Documentation","Text/Excel/SPSS",NULL,NULL,NULL,1419,NULL,8588,"2015-03-27 10:11:54",1418
"cycle10-1995",NULL,NULL,NULL,NULL,NULL,"Data","Text/Adobe/SPSS/SAS",NULL,NULL,NULL,1419,NULL,8587,"2015-02-12 11:53:56",1418
"cycle5-1990",NULL,NULL,NULL,NULL,NULL,"Data","Text/Adobe/SPSS",NULL,NULL,NULL,1419,NULL,8586,"2015-02-12 11:56:25",1418
".",NULL,NULL,NULL,NULL,NULL,"Data","Text/Word",NULL,NULL,NULL,3058,NULL,8585,"2008-06-25 13:24:05",3543
"cnts unlim2.zip",NULL,NULL,NULL,NULL,NULL,"Data",NULL,NULL,NULL,NULL,NULL,NULL,8576,"2007-05-15 09:24:26",3538
"cycle19-2005",NULL,NULL,NULL,NULL,NULL,"Data","Text/Excel/Adobe/SPSS/Word/Audio/",NULL,NULL,NULL,1419,NULL,8575,"2015-02-12 11:54:56",1418
"cycle18-2004",NULL,NULL,NULL,NULL,NULL,"Data","Text/Adobe/SPSS/SAS/Word/Excel/",NULL,NULL,NULL,1419,NULL,8574,"2015-02-12 11:54:52",1418
"cycle17-2003",NULL,NULL,NULL,NULL,NULL,"Data","Text/SAS/Word/Adobe/Excel/SPSS/Stata",NULL,NULL,NULL,1419,NULL,8573,"2015-02-12 11:54:49",1418
"cycle16-2002",NULL,NULL,NULL,NULL,NULL,"Data","Text/SAS/SPSS/Adobe",NULL,NULL,NULL,1419,NULL,8572,"2015-02-12 11:54:42",1418
"cycle14-2000",NULL,NULL,NULL,NULL,NULL,"Data","Text/SPSS/Adobe/Word",NULL,NULL,NULL,1419,NULL,8571,"2015-02-12 11:54:14",1418
"cycle13-1999",NULL,NULL,NULL,NULL,NULL,"Data","Text/SPSS/Adobe/Word/Excel",NULL,NULL,NULL,1419,NULL,8570,"2015-02-12 11:54:11",1418
"cycle12-1998",NULL,NULL,NULL,NULL,NULL,"Data","Text/SPSS/Excel/Adobe",NULL,NULL,NULL,1419,NULL,8569,"2015-02-12 11:54:06",1418
"cycle11-1996",NULL,NULL,NULL,NULL,NULL,"Data","Text/SPSS/Adobe/Word",NULL,NULL,NULL,1419,NULL,8568,"2015-02-12 11:54:02",1418
"cycle9-1994",NULL,NULL,NULL,NULL,NULL,"Data","Text/Adobe/SPSS/SAS",NULL,NULL,NULL,1419,NULL,8567,"2015-02-12 11:56:43",1418
"cycle8-1993",NULL,NULL,NULL,NULL,NULL,"Data","Text/Adobe/SPSS",NULL,NULL,NULL,1419,NULL,8566,"2015-02-12 11:56:39",1418
"cycle7-1992",NULL,NULL,NULL,NULL,NULL,"Data","Text/Adobe/SPSS",NULL,NULL,NULL,1419,NULL,8565,"2015-02-12 11:56:33",1418
"cycle3-1988",NULL,NULL,NULL,NULL,NULL,"Data","Text/Adobe/SPSS",NULL,NULL,NULL,1419,NULL,8563,"2015-02-12 11:56:13",1418
"cycle2-1986",NULL,NULL,NULL,NULL,NULL,"Data","Text/Adobe/SPSS/SAS",NULL,NULL,NULL,1419,NULL,8562,"2015-02-12 11:55:30",1418
"cycle4-1989",NULL,NULL,NULL,NULL,NULL,"Data","Text/Adobe/SPSS",NULL,NULL,NULL,1419,NULL,8564,"2015-02-12 11:56:18",1418
"City-Municipal",NULL,NULL,NULL,NULL,NULL,"Data","Excel/Adobe",NULL,NULL,NULL,3056,NULL,8560,"2016-10-27 10:17:53",3536
"1984",NULL,NULL,NULL,NULL,NULL,"Data","Excel",NULL,NULL,NULL,NULL,NULL,10143,"2016-10-27 10:28:35",3276
"1989",NULL,NULL,NULL,NULL,NULL,"Data","Excel",NULL,NULL,NULL,NULL,NULL,10144,"2016-10-27 10:28:35",3276
"1994",NULL,NULL,NULL,NULL,NULL,"Data","Excel",NULL,NULL,NULL,NULL,NULL,10145,"2016-10-27 10:28:36",3276
"2014",NULL,NULL,NULL,NULL,NULL,"Data","Excel",NULL,NULL,NULL,NULL,NULL,10146,"2016-10-27 10:28:37",3276
"StateOfTheProfession",NULL,NULL,NULL,NULL,NULL,"Data","Excel/Adobe",NULL,NULL,NULL,NULL,NULL,10147,"2016-10-27 10:33:29",3536
"311",NULL,NULL,NULL,NULL,NULL,"Data","Excel/Adobe",NULL,NULL,NULL,NULL,NULL,10148,"2016-10-27 10:38:58",3536
"E-Government",NULL,NULL,NULL,NULL,NULL,"Data","Excel/Adobe",NULL,NULL,NULL,NULL,NULL,10149,"2016-10-27 10:39:00",3536
"Tlaxcala",NULL,NULL,NULL,NULL,NULL,"Data","Proprietary",NULL,NULL,NULL,5007,NULL,8626,"2008-06-25 13:24:05",2972
"Tamaulipas",NULL,NULL,NULL,NULL,NULL,"Data","Proprietary",NULL,NULL,NULL,5007,NULL,8625,"2008-06-25 13:24:05",2972
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8076,"2006-01-17 15:36:11",2072
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8077,"2006-01-17 15:36:12",2072
"US_region_3_4",NULL,NULL,NULL,NULL,NULL,NULL,"application/text",NULL,NULL,NULL,1231,NULL,8078,"2008-06-25 13:23:56",1230
"US_region_5",NULL,NULL,NULL,NULL,NULL,NULL,"application/text",NULL,NULL,NULL,1231,NULL,8079,"2008-06-25 13:23:56",1230
"US_region_6_7",NULL,NULL,NULL,NULL,NULL,NULL,"application/text",NULL,NULL,NULL,1231,NULL,8080,"2008-06-25 13:23:56",1230
"US_region_7_8",NULL,NULL,NULL,NULL,NULL,NULL,"application/text",NULL,NULL,NULL,1231,NULL,8081,"2008-06-25 13:23:56",1230
"disk2",NULL,NULL,NULL,NULL,NULL,NULL,"excel/text",NULL,NULL,NULL,1384,NULL,8091,"2008-06-25 13:23:57",1383
"disk3",NULL,NULL,NULL,NULL,NULL,NULL,"excel/text",NULL,NULL,NULL,1384,NULL,8092,"2008-06-25 13:23:57",1383
"disk4",NULL,NULL,NULL,NULL,NULL,NULL,"excel/text",NULL,NULL,NULL,1384,NULL,8093,"2008-06-25 13:23:57",1383
"disk5",NULL,NULL,NULL,NULL,NULL,NULL,"excel/text",NULL,NULL,NULL,1384,NULL,8095,"2008-06-25 13:23:57",1383
"POPTRDT1.WK1",NULL,NULL,NULL,NULL,NULL,"Excel file","Excel",NULL,NULL,NULL,1382,NULL,8096,"2008-06-25 13:23:57",1381
"POPTRDT2.WK1",NULL,NULL,NULL,NULL,NULL,"Excel file","Excel",NULL,NULL,NULL,1382,NULL,8097,"2008-06-25 13:23:57",1381
"POPTRDT3.WK1",NULL,NULL,NULL,NULL,NULL,"Excel file","Excel",NULL,NULL,NULL,1382,NULL,8098,"2008-06-25 13:23:57",1381
"POPTRDT4.WK1",NULL,NULL,NULL,NULL,NULL,"Excel file","Excel",NULL,NULL,NULL,1382,NULL,8099,"2008-06-25 13:23:57",1381
"POPTRDT5.WK1",NULL,NULL,NULL,NULL,NULL,"Excel file","Excel",NULL,NULL,NULL,1382,NULL,8100,"2008-06-25 13:23:57",1381
"POPTRDT6.WK1",NULL,NULL,NULL,NULL,NULL,"Excel file","Excel",NULL,NULL,NULL,1382,NULL,8101,"2008-06-25 13:23:57",1381
"POPTRDT7.WK1",NULL,NULL,NULL,NULL,NULL,"Excel file","Excel",NULL,NULL,NULL,1382,NULL,8102,"2008-06-25 13:23:57",1381
"POPTRDT8.WK1",NULL,NULL,NULL,NULL,NULL,"Excel file","Excel",NULL,NULL,NULL,1382,NULL,8103,"2008-06-25 13:23:57",1381
"POPTRDT9.WK1",NULL,NULL,NULL,NULL,NULL,"Excel file","Excel",NULL,NULL,NULL,1382,NULL,8104,"2008-06-25 13:23:57",1381
"TABLE7.WK1",NULL,NULL,NULL,NULL,NULL,"Excel file","Excel",NULL,NULL,NULL,1382,NULL,8105,"2008-06-25 13:23:57",1381
"TABLE9.WK1",NULL,NULL,NULL,NULL,NULL,"Excel file","Excel",NULL,NULL,NULL,1382,NULL,8106,"2008-06-25 13:23:57",1381
"READ.ME",NULL,NULL,NULL,NULL,NULL,"Readme","Text",NULL,NULL,NULL,1382,NULL,8107,"2008-06-25 13:23:57",1381
"MRD93.DTA",NULL,NULL,NULL,NULL,NULL,"STATA File","Stata",NULL,NULL,NULL,NULL,NULL,8110,"2007-12-13 08:55:25",1728
"MRD93.SYS",NULL,NULL,NULL,NULL,NULL,"SPSS Program","SPSS",NULL,NULL,NULL,NULL,NULL,8111,"2007-12-13 08:55:27",1728
"2005/CISDM-Academic.zip",NULL,NULL,NULL,NULL,NULL,"Data",NULL,NULL,NULL,NULL,NULL,NULL,8112,"2006-01-12 17:30:02",2987
"IIPO074B.BIN",NULL,NULL,NULL,NULL,NULL,"Data","binary",NULL,NULL,NULL,2267,NULL,8113,"2008-06-25 13:24:02",2262
"IIPO112A.BIN",NULL,NULL,NULL,NULL,NULL,"Data","binary",NULL,NULL,NULL,2267,NULL,8114,"2008-06-25 13:24:02",2262
"IIPO112B.BIN",NULL,NULL,NULL,NULL,NULL,"Data","binary",NULL,NULL,NULL,2267,NULL,8115,"2008-06-25 13:24:02",2262
"iipo074b.SPS",NULL,NULL,NULL,NULL,NULL,"SPSS Program","SPSS",NULL,NULL,NULL,2267,NULL,8116,"2008-06-25 13:24:02",2262
"start.exe",NULL,NULL,NULL,NULL,NULL,"Application","EXE installer",NULL,NULL,NULL,5098,NULL,8117,"2008-06-25 13:23:55",3241
"pdfs/english",NULL,NULL,NULL,NULL,NULL,"Report","Adobe",NULL,NULL,NULL,5098,NULL,8118,"2008-06-25 13:23:55",3241
".",NULL,NULL,NULL,NULL,NULL,NULL,"exe/adobe/text/",NULL,NULL,NULL,5098,NULL,8119,"2008-06-25 13:23:55",3241
"County",NULL,NULL,NULL,NULL,NULL,"Data","Excel/Adobe",NULL,NULL,NULL,3056,NULL,8770,"2008-06-25 13:23:58",3536
"MAPS.doc",NULL,NULL,NULL,NULL,NULL,"Report","Word",NULL,NULL,NULL,5100,NULL,8121,"2008-06-25 13:23:52",3243
".",NULL,NULL,NULL,NULL,NULL,"Data","adobe/word/spss/",NULL,NULL,NULL,5100,NULL,8122,"2008-06-25 13:23:52",3243
".",NULL,NULL,NULL,NULL,NULL,NULL,"Text/SPSS",NULL,NULL,NULL,511,NULL,8220,"2008-06-25 13:23:53",510
"APPC.TXT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8256,"2006-04-02 16:23:10",3266
"APPA.TXT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8254,"2006-04-02 16:23:10",3266
"cps0173.pdf",NULL,NULL,NULL,NULL,NULL,NULL,"Adobe",NULL,NULL,NULL,1154,NULL,8217,"2008-06-25 13:23:56",1153
"cps0173.supp.Z",NULL,NULL,NULL,NULL,NULL,NULL,"Text",NULL,NULL,NULL,1154,NULL,8216,"2008-06-25 13:23:56",1153
".",NULL,NULL,NULL,NULL,NULL,NULL,"Adobe/SPSS/SAS/Stata/Word",NULL,NULL,NULL,5058,NULL,8375,"2008-06-25 13:24:05",3139
"APPD.TXT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8257,"2006-04-02 16:23:10",3266
"CDBK.TXT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8258,"2006-04-02 16:23:10",3266
"ECCLESI.DAT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8259,"2006-04-02 16:23:10",3266
"INTRO.TXT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8260,"2006-04-02 16:23:10",3266
"1988",NULL,NULL,NULL,NULL,NULL,"Data/Documentation",NULL,NULL,NULL,NULL,NULL,NULL,8873,"2016-09-29 10:51:43",3674
"1989",NULL,NULL,NULL,NULL,NULL,"Data/Documentation",NULL,NULL,NULL,NULL,NULL,NULL,8874,"2016-09-29 10:51:44",3674
"1990",NULL,NULL,NULL,NULL,NULL,"Data/Documentation",NULL,NULL,NULL,NULL,NULL,NULL,8875,"2016-09-29 10:51:45",3674
"1992",NULL,NULL,NULL,NULL,NULL,"Data/Documentation",NULL,NULL,NULL,NULL,NULL,NULL,8876,"2016-09-29 10:51:45",3674
"1993",NULL,NULL,NULL,NULL,NULL,"Data/Documentation",NULL,NULL,NULL,NULL,NULL,NULL,8877,"2016-09-29 10:51:46",3674
"1995",NULL,NULL,NULL,NULL,NULL,"Data/Documentation",NULL,NULL,NULL,NULL,NULL,NULL,8878,"2016-09-29 10:51:47",3674
"1996",NULL,NULL,NULL,NULL,NULL,"Data/Documentation",NULL,NULL,NULL,NULL,NULL,NULL,8879,"2016-09-29 10:51:48",3674
"1997",NULL,NULL,NULL,NULL,NULL,"Data/Documentation",NULL,NULL,NULL,NULL,NULL,NULL,8880,"2016-09-29 10:51:49",3674
"1998",NULL,NULL,NULL,NULL,NULL,"Data/Documentation",NULL,NULL,NULL,NULL,NULL,NULL,8881,"2016-09-29 10:51:52",3674
"1999",NULL,NULL,NULL,NULL,NULL,"Data/Documentation",NULL,NULL,NULL,NULL,NULL,NULL,8882,"2016-09-29 10:51:52",3674
"2001",NULL,NULL,NULL,NULL,NULL,"Data/Documentation",NULL,NULL,NULL,NULL,NULL,NULL,8883,"2016-09-29 10:51:53",3674
"2002",NULL,NULL,NULL,NULL,NULL,"Data/Documentation",NULL,NULL,NULL,NULL,NULL,NULL,8884,"2016-09-29 10:52:01",3674
"2003",NULL,NULL,NULL,NULL,NULL,"Data/Documentation",NULL,NULL,NULL,NULL,NULL,NULL,8885,"2016-09-29 10:52:02",3674
"2004",NULL,NULL,NULL,NULL,NULL,"Data/Documentation",NULL,NULL,NULL,NULL,NULL,NULL,8886,"2016-09-29 10:52:05",3674
"2006",NULL,NULL,NULL,NULL,NULL,"Data/Documentation",NULL,NULL,NULL,NULL,NULL,NULL,8887,"2016-09-29 10:52:05",3674
".",NULL,NULL,NULL,NULL,NULL,"Data/Documentation","Adobe/Excel",NULL,NULL,NULL,NULL,NULL,8888,"2009-01-22 16:23:44",3676
"1999-2003/menu1024x768.html",NULL,NULL,NULL,NULL,NULL,"Data/Documentation","Excel/Adobe",NULL,NULL,NULL,NULL,NULL,8889,"2010-11-16 08:57:27",3677
".",NULL,NULL,NULL,NULL,NULL,"Data",NULL,NULL,NULL,NULL,NULL,NULL,8890,"2009-01-31 14:41:30",3678
".",NULL,NULL,NULL,NULL,NULL,"Data/Documentation","Adobe/Excel",NULL,NULL,NULL,NULL,NULL,8891,"2009-02-04 13:27:47",3679
".",NULL,NULL,NULL,NULL,NULL,"Data/Documentation","Excel/Adobe",NULL,NULL,NULL,NULL,NULL,8892,"2009-02-04 13:54:30",3680
".",NULL,NULL,NULL,NULL,NULL,"data/documentation",NULL,NULL,NULL,NULL,NULL,NULL,8893,"2009-02-24 10:49:51",3681
".",NULL,NULL,NULL,NULL,NULL,"Data/Documentation","Stata/SAS/SPSS",NULL,NULL,NULL,NULL,NULL,8894,"2009-02-24 11:31:27",3682
